Yield,S1_name,S2_name,Product_name,S1_smiles,S2_smiles,Product_smiles
0,(5-fluoro-2-methylphenyl)(phenyl)methanone,potassium trifluoro(1-methyl-1H-pyrazol-5-yl)borate,2-(2-benzoyl-4-fluoro-6-(1-methyl-1H-pyrazol-5-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1)C2=CC(F)=CC=C2C,F[B-](F)(F)C1=CC=NN1C.[K+],O=C(C1=CC=CC=C1)C2=CC(F)=CC(C3=CC=NN3C)=C2CC(O)=O
0,(5-fluoro-2-methylphenyl)(phenyl)methanone,potassium trifluoro(pyridin-4-yl)borate,2-(2-benzoyl-4-fluoro-6-(pyridin-4-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1)C2=CC(F)=CC=C2C,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(F)=CC(C3=CC=NC=C3)=C2CC(O)=O
16,(5-fluoro-2-methylphenyl)(phenyl)methanone,potassium trifluoro(6-fluoropyridin-3-yl)borate,2-(2-benzoyl-4-fluoro-6-(6-fluoropyridin-3-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1)C2=CC(F)=CC=C2C,F[B-](F)(F)C1=CN=C(F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(F)=CC(C3=CN=C(F)C=C3)=C2CC(O)=O
19,(5-fluoro-2-methylphenyl)(phenyl)methanone,potassium (6-chloropyridin-3-yl)trifluoroborate,2-(2-benzoyl-6-(6-chloropyridin-3-yl)-4-fluorophenyl)acetic acid,O=C(C1=CC=CC=C1)C2=CC(F)=CC=C2C,F[B-](F)(F)C1=CN=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(F)=CC(C3=CN=C(Cl)C=C3)=C2CC(O)=O
46,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(phenyl)borate,"2-(3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=CC=C3)=C2CC(O)=O
38,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-fluorophenyl)borate,"2-(4'-fluoro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(F)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(F)C=C3)=C2CC(O)=O
34,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-chlorophenyl)trifluoroborate,"2-(4'-chloro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(Cl)C=C3)=C2CC(O)=O
24,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-bromophenyl)trifluoroborate,"2-(4'-bromo-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(Br)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(Br)C=C3)=C2CC(O)=O
14,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-(trifluoromethyl)phenyl)borate,"2-(3-(2-fluorobenzoyl)-4'-(trifluoromethyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C(F)(F)F)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C(F)(F)F)C=C3)=C2CC(O)=O
17,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-cyanophenyl)trifluoroborate,"2-(4'-cyano-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C#N)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C#N)C=C3)=C2CC(O)=O
9,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-nitrophenyl)borate,"2-(3-(2-fluorobenzoyl)-4'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C([N+]([O-])=O)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C([N+]([O-])=O)C=C3)=C2CC(O)=O
53,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(p-tolyl)borate,"2-(3-(2-fluorobenzoyl)-4'-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C)C=C3)=C2CC(O)=O
58,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-(tert-butyl)phenyl)trifluoroborate,"2-(4'-(tert-butyl)-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C(C)(C)C)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C(C)(C)C)C=C3)=C2CC(O)=O
50,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-methoxyphenyl)borate,"2-(3-(2-fluorobenzoyl)-4'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(OC)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(OC)C=C3)=C2CC(O)=O
48,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-butoxyphenyl)trifluoroborate,"2-(4'-butoxy-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(OCCCC)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(OCCCC)C=C3)=C2CC(O)=O
42,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-(benzyloxy)phenyl)trifluoroborate,"2-(4'-(benzyloxy)-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(OCC2=CC=CC=C2)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(OCC4=CC=CC=C4)C=C3)=C2CC(O)=O
17,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(3-fluorophenyl)borate,"2-(3'-fluoro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(F)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(F)=CC=C3)=C2CC(O)=O
22,(2-fluorophenyl)(o-tolyl)methanone,potassium (3-chlorophenyl)trifluoroborate,"2-(3'-chloro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(Cl)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(Cl)=CC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium (3-bromophenyl)trifluoroborate,"2-(3'-bromo-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(Br)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(Br)=CC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(3-nitrophenyl)borate,"2-(3-(2-fluorobenzoyl)-3'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC([N+]([O-])=O)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC([N+]([O-])=O)=CC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium (3-cyanophenyl)trifluoroborate,"2-(3'-cyano-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(C#N)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(C#N)=CC=C3)=C2CC(O)=O
38,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(3-methoxyphenyl)borate,"2-(3-(2-fluorobenzoyl)-3'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(OC)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(OC)=CC=C3)=C2CC(O)=O
46,(2-fluorophenyl)(o-tolyl)methanone,potassium (3-(benzyloxy)phenyl)trifluoroborate,"2-(3'-(benzyloxy)-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CC(OCC2=CC=CC=C2)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(OCC4=CC=CC=C4)=CC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium (2-cyanophenyl)trifluoroborate,"2-(2'-cyano-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(C#N)C=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(C#N)C=CC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(2-(methylsulfonyl)phenyl)borate,"2-(3-(2-fluorobenzoyl)-2'-(methylsulfonyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(S(=O)(C)=O)C=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(S(=O)(C)=O)C=CC=C3)=C2CC(O)=O
4,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(o-tolyl)borate,"2-(3-(2-fluorobenzoyl)-2'-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(C)C=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(C)C=CC=C3)=C2CC(O)=O
22,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(2-methoxyphenyl)borate,"2-(3-(2-fluorobenzoyl)-2'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(OC)C=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(OC)C=CC=C3)=C2CC(O)=O
9,(2-fluorophenyl)(o-tolyl)methanone,"potassium (3,5-bis(trifluoromethyl)phenyl)trifluoroborate","2-(3-(2-fluorobenzoyl)-3',5'-bis(trifluoromethyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium (3-chloro-4-fluorophenyl)trifluoroborate,"2-(3'-chloro-4'-fluoro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC(Cl)=C(F)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(Cl)=C(F)C=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,"potassium (2,4-dichlorophenyl)trifluoroborate","2-(2',4'-dichloro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(Cl)C=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(Cl)C=C(Cl)C=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,"potassium (2,4-dimethylphenyl)trifluoroborate","2-(3-(2-fluorobenzoyl)-2',4'-dimethyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(C)C=C(C)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(C)C=C(C)C=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,"potassium (2,6-difluorophenyl)trifluoroborate","2-(2',6'-difluoro-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(F)C=CC=C1F.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(F)C=CC=C3F)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,"potassium (2,6-dimethylphenyl)trifluoroborate","2-(3-(2-fluorobenzoyl)-2',6'-dimethyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(C)C=CC=C1C.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(C)C=CC=C3C)=C2CC(O)=O
6,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(naphthalen-1-yl)borate,2-(2-(2-fluorobenzoyl)-6-(naphthalen-1-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=C(C=CC=C2)C2=CC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=C(C=CC=C4)C4=CC=C3)=C2CC(O)=O
21,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(naphthalen-2-yl)borate,2-(2-(2-fluorobenzoyl)-6-(naphthalen-2-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC(C=CC=C2)=C2C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(C=CC=C4)=C4C=C3)=C2CC(O)=O
12,(2-fluorophenyl)(o-tolyl)methanone,"potassium benzo[d][1,3]dioxol-5-yltrifluoroborate","2-(2-(benzo[d][1,3]dioxol-5-yl)-6-(2-fluorobenzoyl)phenyl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC(OCO2)=C2C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC(OCO4)=C4C=C3)=C2CC(O)=O
36,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-acetylphenyl)trifluoroborate,"2-(4'-acetyl-3-(2-fluorobenzoyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C(C)=O)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C(C)=O)C=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium (4-carboxyphenyl)trifluoroborate,"2'-(carboxymethyl)-3'-(2-fluorobenzoyl)-[1,1'-biphenyl]-4-carboxylic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C(O)=O)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C(O)=O)C=C3)=C2CC(O)=O
27,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-hydroxyphenyl)borate,"2-(3-(2-fluorobenzoyl)-4'-hydroxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(O)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(O)C=C3)=C2CC(O)=O
4,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(4-formylphenyl)borate,"2-(3-(2-fluorobenzoyl)-4'-formyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=C(C=O)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=C(C=O)C=C3)=C2CC(O)=O
11,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(furan-2-yl)borate,2-(2-(2-fluorobenzoyl)-6-(furan-2-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CO1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=CO3)=C2CC(O)=O
6,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(thiophen-2-yl)borate,2-(2-(2-fluorobenzoyl)-6-(thiophen-2-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=CS1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=CS3)=C2CC(O)=O
26,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(thiophen-3-yl)borate,2-(2-(2-fluorobenzoyl)-6-(thiophen-3-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CSC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CSC=C3)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(1-methyl-1H-pyrazol-5-yl)borate,2-(2-(2-fluorobenzoyl)-6-(1-methyl-1H-pyrazol-5-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=NN1C.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=NN3C)=C2CC(O)=O
0,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(pyridin-4-yl)borate,2-(2-(2-fluorobenzoyl)-6-(pyridin-4-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CC=NC=C3)=C2CC(O)=O
11,(2-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(6-fluoropyridin-3-yl)borate,2-(2-(2-fluorobenzoyl)-6-(6-fluoropyridin-3-yl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CN=C(F)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CN=C(F)C=C3)=C2CC(O)=O
10,(2-fluorophenyl)(o-tolyl)methanone,potassium (6-chloropyridin-3-yl)trifluoroborate,2-(2-(6-chloropyridin-3-yl)-6-(2-fluorobenzoyl)phenyl)acetic acid,O=C(C1=CC=CC=C1F)C2=CC=CC=C2C,F[B-](F)(F)C1=CN=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1F)C2=CC=CC(C3=CN=C(Cl)C=C3)=C2CC(O)=O
58,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(phenyl)borate,"2-(3-benzoyl-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=CC=C3)=C2CC(O)=O
61,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(4-fluorophenyl)borate,"2-(3-benzoyl-4'-fluoro-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(F)C=C3)=C2CC(O)=O
55,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-chlorophenyl)trifluoroborate,"2-(3-benzoyl-4'-chloro-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(Cl)C=C3)=C2CC(O)=O
25,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-bromophenyl)trifluoroborate,"2-(3-benzoyl-4'-bromo-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(Br)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(Br)C=C3)=C2CC(O)=O
27.25,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(4-(trifluoromethyl)phenyl)borate,"2-(3-benzoyl-5-methyl-4'-(trifluoromethyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(C(F)(F)F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(C(F)(F)F)C=C3)=C2CC(O)=O
44,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-cyanophenyl)trifluoroborate,"2-(3-benzoyl-4'-cyano-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(C#N)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(C#N)C=C3)=C2CC(O)=O
33,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(4-nitrophenyl)borate,"2-(3-benzoyl-5-methyl-4'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C([N+]([O-])=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C([N+]([O-])=O)C=C3)=C2CC(O)=O
53,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(p-tolyl)borate,"2-(3-benzoyl-4',5-dimethyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(C)C=C3)=C2CC(O)=O
54,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-(tert-butyl)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(tert-butyl)-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(C(C)(C)C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(C(C)(C)C)C=C3)=C2CC(O)=O
69,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(4-methoxyphenyl)borate,"2-(3-benzoyl-4'-methoxy-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(OC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(OC)C=C3)=C2CC(O)=O
55.25,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-butoxyphenyl)trifluoroborate,"2-(3-benzoyl-4'-butoxy-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(OCCCC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(OCCCC)C=C3)=C2CC(O)=O
34,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (4-(benzyloxy)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(benzyloxy)-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=C(OCC2=CC=CC=C2)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC=C(OCC4=CC=CC=C4)C=C3)=C2CC(O)=O
49.75,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(3-fluorophenyl)borate,"2-(3-benzoyl-3'-fluoro-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC(F)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC(F)=CC=C3)=C2CC(O)=O
34.5,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (3-chlorophenyl)trifluoroborate,"2-(3-benzoyl-3'-chloro-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC(Cl)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC(Cl)=CC=C3)=C2CC(O)=O
27.25,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (3-bromophenyl)trifluoroborate,"2-(3-benzoyl-3'-bromo-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC(Br)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC(Br)=CC=C3)=C2CC(O)=O
29.5,"(2,5-dimethylphenyl)(phenyl)methanone",potassium trifluoro(3-nitrophenyl)borate,"2-(3-benzoyl-5-methyl-3'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC([N+]([O-])=O)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC([N+]([O-])=O)=CC=C3)=C2CC(O)=O
43,"(2,5-dimethylphenyl)(phenyl)methanone",potassium (3-cyanophenyl)trifluoroborate,"2-(3-benzoyl-3'-cyano-5-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C1=CC=CC=C1)C2=CC(C)=CC=C2C,F[B-](F)(F)C1=CC=CC(C#N)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC(C)=CC(C3=CC(C#N)=CC=C3)=C2CC(O)=O
