Yield,S1_name,S2_name,Product_name,S1_smiles,S2_smiles,Product_smiles
0,(3-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(pyridin-4-yl)borate,2-(2-(3-fluorobenzoyl)-6-(pyridin-4-yl)phenyl)acetic acid,O=C(C1=CC=CC(F)=C1)C2=CC=CC=C2C,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C1=CC=CC(F)=C1)C2=CC=CC(C3=CC=NC=C3)=C2CC(O)=O
17.5,(3-fluorophenyl)(o-tolyl)methanone,potassium trifluoro(6-fluoropyridin-3-yl)borate,2-(2-(3-fluorobenzoyl)-6-(6-fluoropyridin-3-yl)phenyl)acetic acid,O=C(C1=CC=CC(F)=C1)C2=CC=CC=C2C,F[B-](F)(F)C1=CN=C(F)C=C1.[K+],O=C(C1=CC=CC(F)=C1)C2=CC=CC(C3=CN=C(F)C=C3)=C2CC(O)=O
19,(3-fluorophenyl)(o-tolyl)methanone,potassium (6-chloropyridin-3-yl)trifluoroborate,2-(2-(6-chloropyridin-3-yl)-6-(3-fluorobenzoyl)phenyl)acetic acid,O=C(C1=CC=CC(F)=C1)C2=CC=CC=C2C,F[B-](F)(F)C1=CN=C(Cl)C=C1.[K+],O=C(C1=CC=CC(F)=C1)C2=CC=CC(C3=CN=C(Cl)C=C3)=C2CC(O)=O
32,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(phenyl)borate,"2-(3-benzoyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CC=C3)=C2C(C)C(O)=O
54,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-fluorophenyl)borate,"2-(3-benzoyl-4'-fluoro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(F)C=C1.[K+],FC(C=C1)=CC=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
47,(2-ethylphenyl)(phenyl)methanone,potassium (4-chlorophenyl)trifluoroborate,"2-(3-benzoyl-4'-chloro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(Cl)C=C1.[K+],ClC(C=C1)=CC=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
23,(2-ethylphenyl)(phenyl)methanone,potassium (4-bromophenyl)trifluoroborate,"2-(3-benzoyl-4'-bromo-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(Br)C=C1.[K+],BrC(C=C1)=CC=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
30,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-(trifluoromethyl)phenyl)borate,"2-(3-benzoyl-4'-(trifluoromethyl)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C(F)(F)F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(F)(F)F)C=C3)=C2C(C)C(O)=O
32,(2-ethylphenyl)(phenyl)methanone,potassium (4-cyanophenyl)trifluoroborate,"2-(3-benzoyl-4'-cyano-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C#N)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C#N)C=C3)=C2C(C)C(O)=O
22,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-nitrophenyl)borate,"2-(3-benzoyl-4'-nitro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C([N+]([O-])=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C([N+]([O-])=O)C=C3)=C2C(C)C(O)=O
32,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(p-tolyl)borate,"2-(3-benzoyl-4'-methyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C)C=C3)=C2C(C)C(O)=O
50,(2-ethylphenyl)(phenyl)methanone,potassium (4-(tert-butyl)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(tert-butyl)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C(C)(C)C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(C)(C)C)C=C3)=C2C(C)C(O)=O
52,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-methoxyphenyl)borate,"2-(3-benzoyl-4'-methoxy-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(OC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OC)C=C3)=C2C(C)C(O)=O
37,(2-ethylphenyl)(phenyl)methanone,potassium (4-butoxyphenyl)trifluoroborate,"2-(3-benzoyl-4'-butoxy-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(OCCCC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OCCCC)C=C3)=C2C(C)C(O)=O
32,(2-ethylphenyl)(phenyl)methanone,potassium (4-(benzyloxy)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(benzyloxy)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(OCC2=CC=CC=C2)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OCC4=CC=CC=C4)C=C3)=C2C(C)C(O)=O
49,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(3-fluorophenyl)borate,"2-(3-benzoyl-3'-fluoro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(F)=C1.[K+],FC1=CC=CC(C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2)=C1
29,(2-ethylphenyl)(phenyl)methanone,potassium (3-chlorophenyl)trifluoroborate,"2-(3-benzoyl-3'-chloro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(Cl)=C1.[K+],ClC1=CC=CC(C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2)=C1
25,(2-ethylphenyl)(phenyl)methanone,potassium (3-bromophenyl)trifluoroborate,"2-(3-benzoyl-3'-bromo-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(Br)=C1.[K+],BrC1=CC=CC(C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2)=C1
25,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(3-nitrophenyl)borate,"2-(3-benzoyl-3'-nitro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC([N+]([O-])=O)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC([N+]([O-])=O)=CC=C3)=C2C(C)C(O)=O
31.8,(2-ethylphenyl)(phenyl)methanone,potassium (3-cyanophenyl)trifluoroborate,"2-(3-benzoyl-3'-cyano-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(C#N)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C#N)=CC=C3)=C2C(C)C(O)=O
44,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(3-methoxyphenyl)borate,"2-(3-benzoyl-3'-methoxy-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(OC)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OC)=CC=C3)=C2C(C)C(O)=O
43,(2-ethylphenyl)(phenyl)methanone,potassium (3-(benzyloxy)phenyl)trifluoroborate,"2-(3-benzoyl-3'-(benzyloxy)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CC(OCC2=CC=CC=C2)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OCC4=CC=CC=C4)=CC=C3)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,potassium (2-cyanophenyl)trifluoroborate,"2-(3-benzoyl-2'-cyano-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(C#N)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C#N)C=CC=C3)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(2-(methylsulfonyl)phenyl)borate,"2-(3-benzoyl-2'-(methylsulfonyl)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(S(=O)(C)=O)C=CC=C1.[K+],O=S(C(C=CC=C1)=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2)(C)=O
24,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(o-tolyl)borate,"2-(3-benzoyl-2'-methyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(C)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=CC=C3)=C2C(C)C(O)=O
26,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(2-methoxyphenyl)borate,"2-(3-benzoyl-2'-methoxy-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(OC)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(OC)C=CC=C3)=C2C(C)C(O)=O
14,(2-ethylphenyl)(phenyl)methanone,"potassium (3,5-bis(trifluoromethyl)phenyl)trifluoroborate","2-(3-benzoyl-3',5'-bis(trifluoromethyl)-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=C2C(C)C(O)=O
22,(2-ethylphenyl)(phenyl)methanone,potassium (3-chloro-4-fluorophenyl)trifluoroborate,"2-(3-benzoyl-3'-chloro-4'-fluoro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC(Cl)=C(F)C=C1.[K+],FC(C=C1)=C(Cl)C=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
16,(2-ethylphenyl)(phenyl)methanone,"potassium (2,4-dichlorophenyl)trifluoroborate","2-(3-benzoyl-2',4'-dichloro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(Cl)C=C(Cl)C=C1.[K+],ClC(C=C1)=CC(Cl)=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
22,(2-ethylphenyl)(phenyl)methanone,"potassium (2,4-dimethylphenyl)trifluoroborate","2-(3-benzoyl-2',4'-dimethyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(C)C=C(C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=C(C)C=C3)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,"potassium (2,6-difluorophenyl)trifluoroborate","2-(3-benzoyl-2',6'-difluoro-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(F)C=CC=C1F.[K+],FC(C=CC=C1F)=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
0,(2-ethylphenyl)(phenyl)methanone,"potassium (2,6-dimethylphenyl)trifluoroborate","2-(3-benzoyl-2',6'-dimethyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(C)C=CC=C1C.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=CC=C3C)=C2C(C)C(O)=O
29,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(naphthalen-1-yl)borate,2-(2-benzoyl-6-(naphthalen-1-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=C(C=CC=C2)C2=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C=CC=C4)C4=CC=C3)=C2C(C)C(O)=O
34,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(naphthalen-2-yl)borate,2-(2-benzoyl-6-(naphthalen-2-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC(C=CC=C2)=C2C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C=CC=C4)=C4C=C3)=C2C(C)C(O)=O
30,(2-ethylphenyl)(phenyl)methanone,"potassium benzo[d][1,3]dioxol-5-yltrifluoroborate","2-(2-(benzo[d][1,3]dioxol-5-yl)-6-benzoylphenyl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC(OCO2)=C2C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OCO4)=C4C=C3)=C2C(C)C(O)=O
18,(2-ethylphenyl)(phenyl)methanone,potassium (4-acetylphenyl)trifluoroborate,"2-(4'-acetyl-3-benzoyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C(C)=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(C)=O)C=C3)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,potassium (4-carboxyphenyl)trifluoroborate,"3'-benzoyl-2'-(1-carboxyethyl)-[1,1'-biphenyl]-4-carboxylic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C(O)=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(O)=O)C=C3)=C2C(C)C(O)=O
27,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-hydroxyphenyl)borate,"2-(3-benzoyl-4'-hydroxy-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(O)C=C1.[K+],OC(C=C1)=CC=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
22,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(4-formylphenyl)borate,"2-(3-benzoyl-4'-formyl-[1,1'-biphenyl]-2-yl)propanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=C(C=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C=O)C=C3)=C2C(C)C(O)=O
10,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(furan-2-yl)borate,2-(2-benzoyl-6-(furan-2-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CO1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CO3)=C2C(C)C(O)=O
23,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(thiophen-2-yl)borate,2-(2-benzoyl-6-(thiophen-2-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=CS1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CS3)=C2C(C)C(O)=O
28,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(thiophen-3-yl)borate,2-(2-benzoyl-6-(thiophen-3-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CSC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CSC=C3)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(1-methyl-1H-pyrazol-5-yl)borate,2-(2-benzoyl-6-(1-methyl-1H-pyrazol-5-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=NN1C.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=NN3C)=C2C(C)C(O)=O
0,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(pyridin-4-yl)borate,2-(2-benzoyl-6-(pyridin-4-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=NC=C3)=C2C(C)C(O)=O
21,(2-ethylphenyl)(phenyl)methanone,potassium trifluoro(6-fluoropyridin-3-yl)borate,2-(2-benzoyl-6-(6-fluoropyridin-3-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CN=C(F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CN=C(F)C=C3)=C2C(C)C(O)=O
21,(2-ethylphenyl)(phenyl)methanone,potassium (6-chloropyridin-3-yl)trifluoroborate,2-(2-benzoyl-6-(6-chloropyridin-3-yl)phenyl)propanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CC,F[B-](F)(F)C1=CN=C(Cl)C=C1.[K+],ClC(C=C1)=NC=C1C2=C(C(C)C(O)=O)C(C(C3=CC=CC=C3)=O)=CC=C2
48,1-(o-tolyl)ethan-1-one,potassium trifluoro(phenyl)borate,"2-(3-acetyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC=C1.[K+],O=C(C)C1=CC=CC(C2=CC=CC=C2)=C1CC(O)=O
14.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(4-fluorophenyl)borate,"2-(3-acetyl-4'-fluoro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(F)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(F)C=C2)=C1CC(O)=O
14,1-(o-tolyl)ethan-1-one,potassium (4-chlorophenyl)trifluoroborate,"2-(3-acetyl-4'-chloro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(Cl)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(Cl)C=C2)=C1CC(O)=O
24.5,1-(o-tolyl)ethan-1-one,potassium (4-bromophenyl)trifluoroborate,"2-(3-acetyl-4'-bromo-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(Br)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(Br)C=C2)=C1CC(O)=O
8,1-(o-tolyl)ethan-1-one,potassium trifluoro(4-(trifluoromethyl)phenyl)borate,"2-(3-acetyl-4'-(trifluoromethyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(C(F)(F)F)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(C(F)(F)F)C=C2)=C1CC(O)=O
40,1-(o-tolyl)ethan-1-one,potassium (4-cyanophenyl)trifluoroborate,"2-(3-acetyl-4'-cyano-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(C#N)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(C#N)C=C2)=C1CC(O)=O
21.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(4-nitrophenyl)borate,"2-(3-acetyl-4'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C([N+]([O-])=O)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C([N+]([O-])=O)C=C2)=C1CC(O)=O
50.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(p-tolyl)borate,"2-(3-acetyl-4'-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(C)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(C)C=C2)=C1CC(O)=O
42,1-(o-tolyl)ethan-1-one,potassium (4-(tert-butyl)phenyl)trifluoroborate,"2-(3-acetyl-4'-(tert-butyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(C(C)(C)C)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(C(C)(C)C)C=C2)=C1CC(O)=O
55.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(4-methoxyphenyl)borate,"2-(3-acetyl-4'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(OC)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(OC)C=C2)=C1CC(O)=O
46,1-(o-tolyl)ethan-1-one,potassium (4-butoxyphenyl)trifluoroborate,"2-(3-acetyl-4'-butoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(OCCCC)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(OCCCC)C=C2)=C1CC(O)=O
42.5,1-(o-tolyl)ethan-1-one,potassium (4-(benzyloxy)phenyl)trifluoroborate,"2-(3-acetyl-4'-(benzyloxy)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=C(OCC2=CC=CC=C2)C=C1.[K+],O=C(C)C1=CC=CC(C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1CC(O)=O
7.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(3-fluorophenyl)borate,"2-(3-acetyl-3'-fluoro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(F)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(F)=CC=C2)=C1CC(O)=O
20.5,1-(o-tolyl)ethan-1-one,potassium (3-chlorophenyl)trifluoroborate,"2-(3-acetyl-3'-chloro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(Cl)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(Cl)=CC=C2)=C1CC(O)=O
8.5,1-(o-tolyl)ethan-1-one,potassium (3-bromophenyl)trifluoroborate,"2-(3-acetyl-3'-bromo-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(Br)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(Br)=CC=C2)=C1CC(O)=O
12.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(3-nitrophenyl)borate,"2-(3-acetyl-3'-nitro-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC([N+]([O-])=O)=C1.[K+],O=C(C)C1=CC=CC(C2=CC([N+]([O-])=O)=CC=C2)=C1CC(O)=O
10.5,1-(o-tolyl)ethan-1-one,potassium (3-cyanophenyl)trifluoroborate,"2-(3-acetyl-3'-cyano-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(C#N)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(C#N)=CC=C2)=C1CC(O)=O
29.5,1-(o-tolyl)ethan-1-one,potassium trifluoro(3-methoxyphenyl)borate,"2-(3-acetyl-3'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(OC)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(OC)=CC=C2)=C1CC(O)=O
35,1-(o-tolyl)ethan-1-one,potassium (3-(benzyloxy)phenyl)trifluoroborate,"2-(3-acetyl-3'-(benzyloxy)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=CC=CC(OCC2=CC=CC=C2)=C1.[K+],O=C(C)C1=CC=CC(C2=CC(OCC3=CC=CC=C3)=CC=C2)=C1CC(O)=O
5,1-(o-tolyl)ethan-1-one,potassium (2-cyanophenyl)trifluoroborate,"2-(3-acetyl-2'-cyano-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=C(C#N)C=CC=C1.[K+],O=C(C)C1=CC=CC(C2=C(C#N)C=CC=C2)=C1CC(O)=O
0,1-(o-tolyl)ethan-1-one,potassium trifluoro(2-(methylsulfonyl)phenyl)borate,"2-(3-acetyl-2'-(methylsulfonyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=C(S(=O)(C)=O)C=CC=C1.[K+],O=C(C)C1=CC=CC(C2=C(S(=O)(C)=O)C=CC=C2)=C1CC(O)=O
0,1-(o-tolyl)ethan-1-one,potassium trifluoro(o-tolyl)borate,"2-(3-acetyl-2'-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=C(C)C=CC=C1.[K+],O=C(C)C1=CC=CC(C2=C(C)C=CC=C2)=C1CC(O)=O
17,1-(o-tolyl)ethan-1-one,potassium trifluoro(2-methoxyphenyl)borate,"2-(3-acetyl-2'-methoxy-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=CC=C1C,F[B-](F)(F)C1=C(OC)C=CC=C1.[K+],O=C(C)C1=CC=CC(C2=C(OC)C=CC=C2)=C1CC(O)=O
